customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,avg_call_duration,data_usage_gb,login_frequency,churned
CUST_003275,24,28,31.04,796.07,One year,Credit card,Fiber optic,3,0.1,56.26,20,0
CUST_003276,51,6,62.7,388.36,One year,Electronic check,No,1,5.9,5.01,15,0
CUST_003277,49,56,89.17,4985.3,Month-to-month,Electronic check,Fiber optic,1,0.0,7.54,14,0
CUST_003278,36,2,46.92,149.5,One year,Bank transfer,Fiber optic,3,20.7,21.33,9,1
CUST_003279,35,72,72.74,5288.75,One year,Bank transfer,Fiber optic,4,5.6,10.82,13,0
CUST_003280,41,47,78.58,3759.35,Month-to-month,Electronic check,DSL,1,0.8,59.23,12,0
CUST_003281,24,27,43.49,1118.25,Month-to-month,Mailed check,DSL,3,3.3,7.3,14,0
CUST_003282,35,67,63.19,4194.39,One year,Credit card,Fiber optic,2,0.4,58.72,14,0
CUST_003283,18,30,61.09,1888.33,Month-to-month,Credit card,DSL,0,6.1,1.77,12,0
CUST_003284,45,5,51.21,226.45,Month-to-month,Mailed check,DSL,2,1.0,13.4,9,1
CUST_003285,18,14,122.54,1639.51,Month-to-month,Electronic check,Fiber optic,2,5.1,80.52,14,1
CUST_003286,53,1,45.92,72.55,Month-to-month,Electronic check,DSL,1,2.9,18.97,14,1
CUST_003287,31,11,90.12,963.99,Two year,Electronic check,No,1,11.5,20.65,11,1
CUST_003288,32,32,55.18,1855.25,One year,Electronic check,DSL,3,5.3,43.72,15,0
CUST_003289,27,11,37.83,430.98,One year,Mailed check,No,1,15.1,34.04,17,0
CUST_003290,31,9,67.57,616.15,Two year,Bank transfer,Fiber optic,2,22.7,17.95,23,0
CUST_003291,52,21,81.23,1687.31,One year,Electronic check,DSL,3,27.9,75.06,16,1
CUST_003292,18,49,88.01,4392.17,One year,Credit card,Fiber optic,2,2.4,22.86,16,0
CUST_003293,50,1,104.06,121.98,Month-to-month,Bank transfer,No,0,11.7,34.55,9,1
CUST_003294,39,11,138.63,1504.52,One year,Bank transfer,Fiber optic,3,4.6,51.68,17,0
CUST_003295,20,4,71.26,245.35,Month-to-month,Credit card,Fiber optic,1,4.4,1.77,18,1
CUST_003296,22,28,48.42,1352.16,Month-to-month,Bank transfer,No,1,16.2,9.78,16,1
CUST_003297,55,2,76.32,103.76,Month-to-month,Credit card,DSL,1,1.3,11.14,20,1
CUST_003298,23,26,58.34,1568.41,Month-to-month,Electronic check,Fiber optic,2,5.2,38.81,13,0
CUST_003299,21,8,88.15,614.78,Month-to-month,Electronic check,DSL,1,7.2,114.81,14,0
CUST_003300,48,5,32.57,155.88,Month-to-month,Bank transfer,Fiber optic,0,0.5,3.11,17,1
CUST_003301,39,66,124.21,8228.26,Two year,Bank transfer,DSL,3,16.0,13.25,9,1
CUST_003302,23,1,86.4,103.51,Month-to-month,Electronic check,Fiber optic,0,3.0,59.99,18,0
CUST_003303,37,13,22.9,261.83,Two year,Bank transfer,DSL,3,8.6,3.53,10,0
CUST_003304,22,1,47.27,80.29,One year,Electronic check,DSL,1,21.1,29.47,14,1
CUST_003305,48,15,85.4,1236.73,One year,Bank transfer,Fiber optic,2,10.2,31.68,10,0
CUST_003306,47,16,94.41,1509.42,Month-to-month,Mailed check,Fiber optic,1,17.4,34.38,17,0
CUST_003307,41,9,33.19,331.34,Two year,Bank transfer,Fiber optic,2,0.6,6.53,11,0
CUST_003308,39,3,82.83,271.62,Month-to-month,Mailed check,Fiber optic,2,5.4,19.29,4,0
CUST_003309,56,11,16.32,145.73,One year,Credit card,DSL,4,6.7,6.04,15,0
CUST_003310,34,26,62.77,1691.81,One year,Electronic check,No,2,9.3,60.78,21,0
CUST_003311,20,36,92.8,3345.18,Month-to-month,Credit card,DSL,4,1.0,6.93,10,1
CUST_003312,40,18,51.21,958.97,Month-to-month,Electronic check,DSL,0,8.6,20.85,14,0
CUST_003313,60,21,27.33,650.32,Month-to-month,Bank transfer,Fiber optic,1,1.3,162.53,20,0
CUST_003314,22,5,68.66,399.15,Two year,Mailed check,Fiber optic,2,0.6,62.03,13,0
CUST_003315,30,8,49.88,455.06,Two year,Credit card,DSL,1,5.1,3.43,16,0
CUST_003316,39,4,80.74,332.59,Two year,Credit card,DSL,3,7.3,14.82,12,1
CUST_003317,34,6,42.87,296.9,Month-to-month,Credit card,Fiber optic,2,25.4,21.45,22,1
CUST_003318,23,6,45.68,284.78,Month-to-month,Electronic check,Fiber optic,2,9.6,16.61,11,1
CUST_003319,48,17,15.0,194.53,Month-to-month,Credit card,Fiber optic,5,7.2,29.62,17,1
CUST_003320,62,19,69.25,1330.86,Two year,Electronic check,No,1,1.9,37.18,11,0
CUST_003321,37,69,60.98,4220.26,Month-to-month,Electronic check,DSL,2,1.3,125.64,19,0
CUST_003322,24,5,35.29,205.64,Month-to-month,Electronic check,Fiber optic,2,7.5,12.59,12,1
CUST_003323,18,24,69.84,1669.88,Two year,Mailed check,DSL,1,2.0,42.24,11,0
CUST_003324,38,40,90.68,3589.0,One year,Bank transfer,DSL,3,9.8,16.75,15,0
CUST_003325,48,19,59.61,1165.43,One year,Electronic check,DSL,2,1.0,96.39,10,0
CUST_003326,40,7,71.7,436.27,Month-to-month,Electronic check,Fiber optic,2,3.3,29.7,20,1
CUST_003327,34,7,71.83,575.77,Month-to-month,Bank transfer,DSL,2,11.9,20.92,13,0
CUST_003328,27,1,34.89,34.89,Two year,Credit card,Fiber optic,2,14.2,15.46,15,1
CUST_003329,21,8,116.41,943.59,One year,Bank transfer,No,2,3.4,8.41,14,0
CUST_003330,45,32,53.23,1731.25,Month-to-month,Bank transfer,Fiber optic,1,1.9,47.78,9,0
CUST_003331,45,1,81.4,110.94,Month-to-month,Bank transfer,DSL,2,25.4,8.84,16,1
CUST_003332,18,5,84.23,350.7,Month-to-month,Credit card,DSL,4,11.5,3.11,13,1
CUST_003333,54,29,61.51,1825.0,One year,Credit card,Fiber optic,1,13.2,7.69,14,0
CUST_003334,41,36,80.17,2901.27,Month-to-month,Bank transfer,DSL,1,2.0,23.41,25,1
CUST_003335,51,14,71.15,964.27,One year,Mailed check,No,2,4.4,5.92,23,0
CUST_003336,18,28,29.56,790.17,One year,Credit card,No,3,0.6,8.98,18,0
CUST_003337,18,11,56.69,606.92,One year,Credit card,Fiber optic,6,0.9,3.03,17,0
CUST_003338,33,4,49.69,133.81,Month-to-month,Electronic check,DSL,1,2.0,8.78,8,1
CUST_003339,41,12,53.46,727.59,One year,Bank transfer,No,5,2.9,111.26,12,1
CUST_003340,56,20,32.4,722.31,One year,Credit card,Fiber optic,1,47.0,10.66,14,0
CUST_003341,43,70,93.16,6543.84,Month-to-month,Bank transfer,Fiber optic,6,4.4,18.02,14,1
CUST_003342,32,1,105.05,105.05,Two year,Mailed check,DSL,1,9.6,188.97,18,0
CUST_003343,22,16,89.45,1421.35,Month-to-month,Bank transfer,Fiber optic,1,18.8,27.97,16,0
CUST_003344,49,9,96.76,908.77,One year,Electronic check,No,5,2.3,26.89,18,1
CUST_003345,23,17,56.38,1046.42,Month-to-month,Electronic check,DSL,3,1.3,7.73,11,1
CUST_003346,54,1,49.09,49.09,One year,Credit card,Fiber optic,0,2.2,25.2,19,0
CUST_003347,31,9,45.54,353.94,One year,Bank transfer,DSL,1,17.1,113.52,15,0
CUST_003348,54,41,81.1,3402.55,Month-to-month,Credit card,No,5,8.8,6.0,19,0
CUST_003349,43,19,70.68,1253.5,One year,Credit card,Fiber optic,2,4.8,16.68,14,0
CUST_003350,33,14,63.07,832.55,One year,Bank transfer,DSL,1,13.7,6.21,15,0
CUST_003351,28,8,97.38,766.69,One year,Credit card,DSL,1,2.2,101.14,21,1
CUST_003352,30,8,75.12,522.97,Month-to-month,Electronic check,Fiber optic,2,2.2,6.17,11,1
CUST_003353,40,11,44.03,539.98,Month-to-month,Bank transfer,DSL,3,6.7,9.94,24,0
CUST_003354,35,43,47.98,2105.87,One year,Bank transfer,Fiber optic,4,12.5,6.3,15,0
CUST_003355,27,72,82.05,5878.85,Month-to-month,Bank transfer,DSL,0,2.4,5.04,12,0
CUST_003356,33,13,91.04,1247.54,One year,Electronic check,DSL,3,1.9,22.02,20,0
CUST_003357,35,11,78.79,939.18,Month-to-month,Electronic check,Fiber optic,0,5.1,14.15,9,0
CUST_003358,18,44,112.42,4940.92,Month-to-month,Electronic check,Fiber optic,1,1.2,28.53,19,0
CUST_003359,40,13,105.88,1353.84,Two year,Bank transfer,Fiber optic,1,11.0,37.39,12,0
CUST_003360,23,19,76.03,1557.47,One year,Credit card,Fiber optic,1,6.9,3.74,10,0
CUST_003361,21,6,44.04,300.27,One year,Credit card,Fiber optic,3,5.7,27.16,17,0
CUST_003362,18,32,32.25,1044.83,Two year,Electronic check,Fiber optic,2,16.5,8.06,10,0
CUST_003363,18,18,55.32,1063.86,One year,Electronic check,DSL,2,10.6,23.19,19,0
CUST_003364,18,39,83.83,3284.48,One year,Electronic check,DSL,3,1.3,28.04,10,1
CUST_003365,26,36,110.67,3958.7,Two year,Mailed check,DSL,2,4.4,15.5,12,0
CUST_003366,58,5,75.44,381.19,One year,Credit card,Fiber optic,3,3.1,74.93,15,0
CUST_003367,28,30,94.22,2878.47,One year,Credit card,Fiber optic,0,13.0,4.79,4,0
CUST_003368,37,38,58.87,2137.35,Month-to-month,Electronic check,Fiber optic,0,10.2,6.51,17,0
CUST_003369,39,10,80.57,791.29,Two year,Electronic check,Fiber optic,4,5.1,25.63,13,0
CUST_003370,36,4,85.58,411.49,Month-to-month,Electronic check,DSL,1,13.9,165.98,13,1
CUST_003371,34,1,15.51,15.51,Month-to-month,Mailed check,Fiber optic,4,4.2,7.84,16,1
CUST_003372,20,14,54.66,842.6,Month-to-month,Credit card,DSL,5,13.0,18.82,21,0
CUST_003373,52,10,88.74,958.16,Month-to-month,Bank transfer,Fiber optic,1,0.3,66.08,11,0
CUST_003374,56,19,71.86,1362.1,Month-to-month,Credit card,Fiber optic,2,1.2,50.2,15,1
CUST_003375,18,4,35.09,111.92,Two year,Bank transfer,Fiber optic,1,11.3,37.15,20,0
CUST_003376,22,47,15.0,690.63,One year,Electronic check,No,1,1.0,9.78,12,0
CUST_003377,31,7,55.86,524.22,Month-to-month,Electronic check,Fiber optic,1,9.2,19.58,16,0
CUST_003378,23,6,63.21,472.98,One year,Electronic check,Fiber optic,0,10.3,20.69,10,0
CUST_003379,41,15,42.9,649.8,One year,Credit card,DSL,1,8.7,57.01,19,0
CUST_003380,26,16,68.58,1066.83,One year,Credit card,DSL,2,13.6,17.58,14,0
CUST_003381,60,5,77.66,394.15,Month-to-month,Credit card,No,1,5.7,77.94,15,1
CUST_003382,49,7,81.77,584.56,Two year,Electronic check,No,2,18.2,19.02,12,0
CUST_003383,37,4,15.0,15.0,Month-to-month,Credit card,Fiber optic,1,6.7,23.09,16,1
CUST_003384,47,30,32.14,968.29,Month-to-month,Electronic check,DSL,6,5.7,17.67,18,0
CUST_003385,48,35,57.38,2074.58,Month-to-month,Electronic check,No,2,5.7,16.82,13,1
CUST_003386,28,14,79.3,1020.29,One year,Mailed check,DSL,4,19.5,18.71,18,0
CUST_003387,25,30,77.23,2358.25,One year,Mailed check,DSL,2,2.2,20.79,13,0
CUST_003388,35,31,76.8,2449.44,Month-to-month,Credit card,Fiber optic,0,9.5,3.97,13,0
CUST_003389,45,3,55.41,138.22,Month-to-month,Bank transfer,DSL,2,2.2,15.18,17,1
CUST_003390,36,72,56.81,4174.97,One year,Electronic check,DSL,3,0.8,108.72,15,0
CUST_003391,18,41,46.79,1883.95,One year,Electronic check,Fiber optic,1,24.6,3.28,18,0
CUST_003392,25,5,84.2,443.08,Month-to-month,Electronic check,DSL,2,1.1,15.72,13,1
CUST_003393,34,4,41.99,152.61,Two year,Electronic check,No,3,9.3,11.46,20,1
CUST_003394,34,3,86.25,243.4,Two year,Electronic check,No,2,4.4,27.85,22,1
CUST_003395,58,3,70.2,179.72,Month-to-month,Bank transfer,Fiber optic,1,14.5,33.45,18,1
CUST_003396,18,33,63.87,2142.77,One year,Electronic check,No,1,11.9,23.24,23,0
CUST_003397,41,15,48.58,771.17,Month-to-month,Credit card,Fiber optic,2,1.2,2.68,11,1
CUST_003398,52,36,31.11,1116.79,One year,Mailed check,Fiber optic,1,5.0,2.64,16,0
CUST_003399,62,32,48.81,1493.88,Month-to-month,Electronic check,Fiber optic,1,0.2,1.4,18,1
CUST_003400,30,22,56.75,1268.65,Month-to-month,Mailed check,Fiber optic,2,4.5,17.53,11,0
CUST_003401,40,27,15.0,426.1,One year,Bank transfer,Fiber optic,3,9.6,3.88,14,0
CUST_003402,41,1,60.07,60.07,Two year,Bank transfer,Fiber optic,3,2.1,1.92,17,0
CUST_003403,37,8,88.11,798.23,Month-to-month,Electronic check,Fiber optic,3,13.3,8.01,10,0
CUST_003404,33,24,79.18,1822.13,Month-to-month,Credit card,Fiber optic,1,0.4,10.15,21,0
CUST_003405,40,1,52.59,52.59,Month-to-month,Electronic check,Fiber optic,0,0.3,18.5,17,1
CUST_003406,18,1,66.17,66.17,One year,Credit card,Fiber optic,0,0.2,20.23,18,1
CUST_003407,43,45,51.1,2334.84,One year,Electronic check,Fiber optic,2,2.6,21.34,15,0
CUST_003408,36,27,68.72,1802.62,One year,Credit card,Fiber optic,5,5.0,45.6,12,0
CUST_003409,32,7,103.5,675.47,One year,Bank transfer,DSL,2,0.9,14.98,15,0
CUST_003410,59,27,89.21,2456.29,One year,Bank transfer,Fiber optic,1,45.8,42.48,16,0
CUST_003411,26,37,78.02,2909.86,One year,Electronic check,DSL,5,61.8,14.15,13,1
CUST_003412,30,8,52.68,440.28,One year,Electronic check,No,4,5.9,13.49,18,1
CUST_003413,58,1,83.75,122.82,One year,Credit card,Fiber optic,0,6.7,11.34,13,1
CUST_003414,25,64,22.83,1439.74,Two year,Credit card,Fiber optic,2,20.9,19.37,18,0
CUST_003415,28,10,58.69,567.96,Month-to-month,Bank transfer,No,2,11.8,38.85,14,0
CUST_003416,33,2,79.59,199.67,Month-to-month,Mailed check,Fiber optic,3,1.5,38.08,24,1
CUST_003417,45,16,83.51,1268.92,Month-to-month,Electronic check,DSL,2,12.6,36.94,12,0
CUST_003418,37,35,81.75,2754.01,Two year,Bank transfer,Fiber optic,1,2.1,27.4,11,0
CUST_003419,19,6,72.37,412.56,Month-to-month,Electronic check,DSL,1,4.5,6.34,14,0
CUST_003420,28,7,60.11,467.29,Month-to-month,Electronic check,DSL,2,6.1,316.46,21,0
CUST_003421,27,6,78.45,483.47,Two year,Bank transfer,Fiber optic,4,10.1,5.29,13,0
CUST_003422,34,72,41.18,3007.71,Two year,Mailed check,Fiber optic,1,1.3,22.7,13,0
CUST_003423,40,5,43.88,118.6,Two year,Electronic check,Fiber optic,0,0.6,402.5,11,0
CUST_003424,40,20,66.54,1346.64,Month-to-month,Electronic check,Fiber optic,3,16.1,48.54,18,1
CUST_003425,18,62,69.33,4331.15,Two year,Bank transfer,DSL,3,14.0,9.97,8,0
CUST_003426,47,3,19.36,19.36,Month-to-month,Electronic check,Fiber optic,1,5.9,67.92,15,0
CUST_003427,38,72,76.38,5542.37,Month-to-month,Credit card,DSL,3,8.7,24.41,13,0
CUST_003428,51,70,84.32,5896.7,Month-to-month,Electronic check,DSL,2,10.2,8.88,13,0
CUST_003429,40,51,63.07,3370.03,One year,Electronic check,Fiber optic,0,5.2,24.98,14,0
CUST_003430,48,5,124.36,512.95,Month-to-month,Credit card,DSL,0,2.4,13.97,19,1
CUST_003431,40,24,47.93,1218.69,One year,Bank transfer,DSL,2,5.3,16.2,13,0
CUST_003432,51,34,55.97,1883.37,Two year,Electronic check,DSL,2,24.1,20.96,15,0
CUST_003433,41,72,55.12,3888.02,Month-to-month,Mailed check,Fiber optic,2,14.6,40.43,10,0
CUST_003434,33,4,63.1,226.03,Month-to-month,Electronic check,Fiber optic,1,5.0,49.48,17,1
CUST_003435,62,34,56.78,1944.46,Month-to-month,Bank transfer,No,3,2.0,9.7,16,1
CUST_003436,45,9,29.83,320.34,Two year,Mailed check,Fiber optic,1,17.6,28.79,22,0
CUST_003437,41,4,51.34,291.44,Month-to-month,Bank transfer,Fiber optic,2,8.1,15.37,24,1
CUST_003438,19,13,62.56,884.37,Month-to-month,Bank transfer,DSL,2,4.2,43.26,20,0
CUST_003439,19,37,95.71,3493.16,Month-to-month,Bank transfer,DSL,2,0.9,7.23,22,0
CUST_003440,38,15,120.06,1857.35,Two year,Credit card,Fiber optic,1,11.1,19.67,15,0
CUST_003441,36,18,98.39,1790.53,Month-to-month,Bank transfer,Fiber optic,2,3.0,3.23,19,1
CUST_003442,27,72,45.62,3251.59,Month-to-month,Mailed check,Fiber optic,4,7.5,40.62,22,1
CUST_003443,36,12,47.6,560.66,Month-to-month,Mailed check,DSL,1,6.7,121.7,15,1
CUST_003444,54,22,61.02,1306.88,Two year,Electronic check,DSL,4,9.6,94.32,7,0
CUST_003445,43,10,109.61,1097.99,Month-to-month,Credit card,DSL,2,6.2,46.41,12,0
CUST_003446,21,11,60.86,633.03,One year,Credit card,Fiber optic,1,8.0,35.69,19,0
CUST_003447,33,28,31.81,839.35,Month-to-month,Electronic check,DSL,2,0.7,158.54,16,0
CUST_003448,25,66,52.47,3487.01,Two year,Credit card,Fiber optic,1,8.8,11.51,17,0
CUST_003449,30,18,83.93,1542.11,One year,Bank transfer,DSL,2,1.7,15.59,10,0
CUST_003450,30,35,82.25,2869.32,One year,Mailed check,Fiber optic,2,4.0,82.49,12,0
CUST_003451,29,2,59.99,188.37,Month-to-month,Electronic check,DSL,3,5.7,17.47,23,0
CUST_003452,19,5,82.09,397.41,Month-to-month,Mailed check,DSL,4,9.3,7.96,13,1
CUST_003453,33,16,15.0,224.86,Month-to-month,Bank transfer,DSL,1,10.9,4.39,17,0
CUST_003454,28,1,67.6,100.62,One year,Electronic check,DSL,1,9.8,8.67,11,0
CUST_003455,18,6,86.52,512.48,Two year,Mailed check,DSL,0,0.8,116.53,11,0
CUST_003456,59,17,44.18,755.27,Month-to-month,Credit card,Fiber optic,0,3.9,18.11,15,0
CUST_003457,48,1,44.09,44.09,Two year,Bank transfer,DSL,2,2.6,9.39,19,0
CUST_003458,30,7,18.34,129.21,Month-to-month,Bank transfer,DSL,2,4.1,18.39,13,0
CUST_003459,35,17,104.75,1689.35,Two year,Bank transfer,Fiber optic,0,8.3,27.81,18,0
CUST_003460,20,20,47.0,878.88,Month-to-month,Electronic check,Fiber optic,3,1.7,3.13,13,0
CUST_003461,55,62,71.03,4336.85,Month-to-month,Credit card,DSL,2,5.6,8.24,10,0
CUST_003462,57,24,80.1,1870.22,Month-to-month,Credit card,Fiber optic,1,17.3,4.54,18,1
CUST_003463,36,12,102.8,1206.18,One year,Bank transfer,Fiber optic,5,10.5,86.77,17,1
CUST_003464,47,63,61.15,3828.29,One year,Electronic check,DSL,2,10.3,17.85,13,0
CUST_003465,37,36,51.51,1887.73,Month-to-month,Electronic check,Fiber optic,1,15.1,16.86,17,1
CUST_003466,18,5,69.33,357.75,One year,Electronic check,DSL,3,4.1,16.77,11,0
CUST_003467,30,3,97.1,196.25,Month-to-month,Bank transfer,DSL,5,11.4,6.55,19,1
CUST_003468,36,27,60.75,1644.3,Month-to-month,Electronic check,No,2,0.5,33.72,14,1
CUST_003469,29,19,41.13,797.35,Month-to-month,Bank transfer,DSL,1,0.5,125.87,10,0
CUST_003470,32,37,26.48,963.37,One year,Bank transfer,DSL,2,3.2,10.83,11,0
CUST_003471,33,32,34.47,1099.92,One year,Electronic check,No,3,1.8,48.83,15,0
CUST_003472,34,23,86.61,2001.54,One year,Bank transfer,Fiber optic,1,5.8,17.96,18,0
CUST_003473,35,72,56.98,4141.11,One year,Electronic check,Fiber optic,1,1.6,9.36,21,0
CUST_003474,22,18,49.81,817.87,Month-to-month,Credit card,Fiber optic,0,29.7,49.67,15,0
CUST_003475,26,2,47.1,81.99,One year,Mailed check,Fiber optic,3,15.2,3.97,12,1
CUST_003476,19,42,67.13,2894.71,Month-to-month,Electronic check,Fiber optic,1,32.4,4.84,20,1
CUST_003477,46,6,59.01,424.91,One year,Electronic check,DSL,2,13.2,117.64,9,0
CUST_003478,18,36,58.17,2136.73,Month-to-month,Credit card,Fiber optic,2,24.1,13.42,14,1
CUST_003479,48,72,98.73,7135.62,One year,Bank transfer,DSL,2,3.7,66.12,17,0
CUST_003480,51,28,103.45,2979.34,One year,Mailed check,DSL,3,5.5,17.86,19,0
CUST_003481,31,21,24.75,615.63,Month-to-month,Electronic check,Fiber optic,2,2.2,1.59,16,1
CUST_003482,18,14,73.19,1018.2,One year,Bank transfer,Fiber optic,2,8.1,39.65,17,1
CUST_003483,30,10,45.58,407.31,Month-to-month,Electronic check,DSL,4,12.4,29.02,13,0
CUST_003484,34,10,58.79,574.42,Month-to-month,Credit card,DSL,0,5.5,9.51,13,0
CUST_003485,22,24,72.73,1900.4,One year,Credit card,Fiber optic,2,2.8,60.11,14,1
CUST_003486,28,33,59.68,1891.04,Two year,Bank transfer,Fiber optic,1,5.7,51.17,17,0
CUST_003487,53,27,70.76,1887.03,Month-to-month,Credit card,No,2,0.5,9.44,9,0
CUST_003488,42,5,81.82,338.49,Month-to-month,Electronic check,Fiber optic,3,10.2,59.31,16,0
CUST_003489,23,16,72.36,1164.07,One year,Electronic check,No,4,4.8,25.03,14,0
CUST_003490,18,37,48.83,1746.54,One year,Electronic check,Fiber optic,0,18.3,21.52,6,0
CUST_003491,31,15,49.27,733.61,Month-to-month,Electronic check,Fiber optic,1,20.5,9.61,18,1
CUST_003492,32,18,29.01,424.63,Two year,Credit card,No,1,1.1,8.04,10,0
CUST_003493,40,35,43.65,1558.7,One year,Electronic check,Fiber optic,1,44.4,83.01,14,0
CUST_003494,28,25,114.05,2912.41,Month-to-month,Credit card,Fiber optic,4,28.0,29.47,21,0
CUST_003495,41,12,45.2,523.2,Month-to-month,Credit card,Fiber optic,3,7.9,51.64,18,0
CUST_003496,58,54,35.17,1892.18,Month-to-month,Mailed check,DSL,2,14.0,12.43,12,0
CUST_003497,44,4,73.0,283.82,One year,Electronic check,No,3,0.1,33.25,15,1
CUST_003498,34,72,62.24,4490.39,Month-to-month,Electronic check,Fiber optic,3,28.2,14.17,8,0
CUST_003499,32,3,60.11,178.42,Two year,Electronic check,Fiber optic,3,4.9,39.13,13,1
CUST_003500,30,1,100.23,138.63,Month-to-month,Mailed check,DSL,4,19.2,4.94,11,1
CUST_003501,49,52,78.73,4155.52,One year,Mailed check,DSL,3,3.9,5.03,18,1
CUST_003502,27,6,51.75,269.8,Month-to-month,Bank transfer,Fiber optic,3,12.4,6.65,19,0
CUST_003503,35,31,54.39,1670.56,Two year,Credit card,Fiber optic,3,4.3,19.84,18,0
CUST_003504,35,39,52.44,2090.06,One year,Mailed check,No,3,3.6,2.18,21,0
CUST_003505,28,47,86.87,4011.74,Month-to-month,Electronic check,DSL,0,23.5,31.84,18,0
CUST_003506,18,72,57.3,4026.8,Two year,Credit card,Fiber optic,3,9.6,37.08,20,0
CUST_003507,38,8,20.17,172.69,Month-to-month,Electronic check,DSL,4,14.7,3.5,14,1
CUST_003508,34,29,63.79,1874.79,One year,Electronic check,Fiber optic,0,6.3,13.38,16,0
CUST_003509,41,2,26.57,26.57,Two year,Credit card,Fiber optic,2,20.0,128.6,16,1
CUST_003510,28,12,119.61,1406.34,One year,Credit card,Fiber optic,2,10.8,12.95,10,0
CUST_003511,49,45,40.86,1800.61,Two year,Credit card,No,4,0.6,7.33,19,0
CUST_003512,24,10,60.95,566.19,Two year,Electronic check,DSL,1,11.6,13.8,21,0
CUST_003513,55,21,71.46,1535.23,Two year,Bank transfer,Fiber optic,1,0.2,64.84,8,0
CUST_003514,18,16,57.78,865.51,Month-to-month,Electronic check,Fiber optic,2,14.1,6.37,12,0
CUST_003515,40,24,57.75,1372.71,Month-to-month,Credit card,DSL,2,3.2,34.9,24,0
CUST_003516,40,72,75.55,5394.02,One year,Electronic check,No,1,7.3,30.67,11,0
CUST_003517,25,1,103.16,103.16,One year,Electronic check,No,0,11.1,19.87,21,0
CUST_003518,40,20,84.19,1727.26,One year,Credit card,DSL,0,8.1,13.77,14,0
CUST_003519,50,47,101.96,4766.26,Month-to-month,Credit card,Fiber optic,1,8.9,50.77,18,0
CUST_003520,18,15,38.83,591.94,Two year,Bank transfer,DSL,2,17.9,6.43,16,0
CUST_003521,41,1,72.93,72.93,Two year,Electronic check,Fiber optic,2,3.7,30.07,16,0
CUST_003522,18,19,68.88,1271.64,Month-to-month,Mailed check,Fiber optic,1,6.3,4.26,17,0
CUST_003523,23,9,73.78,701.8,Month-to-month,Credit card,DSL,1,1.5,52.7,14,0
CUST_003524,54,4,99.41,526.99,Month-to-month,Bank transfer,No,4,5.0,42.83,13,1
CUST_003525,28,45,59.48,2577.8,Month-to-month,Electronic check,Fiber optic,1,1.3,13.24,19,0
CUST_003526,20,17,54.86,922.61,One year,Electronic check,No,3,8.0,15.91,22,0
CUST_003527,32,64,78.35,5034.98,Two year,Credit card,DSL,4,3.1,32.39,15,1
CUST_003528,59,39,20.54,770.45,Month-to-month,Bank transfer,Fiber optic,1,15.7,5.18,11,0
CUST_003529,18,28,59.08,1696.68,One year,Bank transfer,Fiber optic,0,3.4,14.91,14,1
CUST_003530,22,1,61.65,61.65,One year,Mailed check,DSL,2,2.7,20.04,18,0
CUST_003531,52,13,41.99,553.58,Month-to-month,Bank transfer,DSL,0,5.4,3.65,15,1
CUST_003532,57,5,91.43,431.03,One year,Credit card,No,0,1.5,49.29,14,0
CUST_003533,33,58,38.44,2290.72,One year,Electronic check,Fiber optic,3,1.8,160.82,15,0
CUST_003534,20,4,61.6,212.59,Two year,Bank transfer,Fiber optic,3,12.2,222.48,16,0
CUST_003535,60,8,72.33,561.04,Month-to-month,Electronic check,No,0,5.5,2.85,23,1
CUST_003536,54,17,98.84,1727.5,One year,Electronic check,DSL,4,1.8,64.1,15,1
CUST_003537,43,7,64.74,401.75,Month-to-month,Credit card,Fiber optic,2,0.3,10.69,20,1
CUST_003538,25,5,88.4,445.46,Month-to-month,Credit card,Fiber optic,1,5.0,17.98,17,1
CUST_003539,34,21,82.51,1641.69,Month-to-month,Bank transfer,Fiber optic,1,10.9,7.52,21,1
CUST_003540,33,2,68.09,81.78,Month-to-month,Electronic check,DSL,0,3.5,36.87,12,1
CUST_003541,38,1,37.76,56.87,Month-to-month,Electronic check,Fiber optic,2,2.3,1.64,6,1
CUST_003542,52,11,29.14,270.96,Month-to-month,Credit card,Fiber optic,2,4.0,6.05,16,0
CUST_003543,45,30,67.66,2002.65,One year,Electronic check,Fiber optic,2,25.6,2.1,15,0
CUST_003544,22,19,51.43,1001.87,One year,Credit card,Fiber optic,4,4.4,11.27,19,0
CUST_003545,51,13,87.98,1114.8,Month-to-month,Electronic check,DSL,0,2.4,14.68,17,0
CUST_003546,38,20,83.65,1714.07,Month-to-month,Credit card,Fiber optic,3,6.7,4.16,9,1
CUST_003547,43,10,60.38,614.63,One year,Credit card,Fiber optic,2,13.3,33.83,14,0
CUST_003548,52,66,36.06,2401.56,Month-to-month,Electronic check,No,0,0.2,30.98,11,0
CUST_003549,21,1,77.77,139.82,Month-to-month,Credit card,DSL,2,6.5,47.74,14,1
CUST_003550,34,26,39.55,1044.32,One year,Electronic check,DSL,1,14.5,81.96,12,0
CUST_003551,28,53,46.04,2516.98,Month-to-month,Electronic check,DSL,4,1.9,15.39,11,0
CUST_003552,18,39,40.51,1625.63,Month-to-month,Mailed check,Fiber optic,0,20.4,25.09,19,0
CUST_003553,39,4,61.54,219.98,Month-to-month,Bank transfer,DSL,2,6.9,7.22,15,1
